Constituent ID,Constituent type,Constituent codes,Lifetime giving,First gift amount,First gift type,First gift date,Latest gift amount,Latest gift type,Latest gift date,Greatest gift amount,Greatest gift type,Greatest gift date,Prospect status,Last action category,Last action date,Prospect classification,Gender,Spouse,Tags,BPI - Bass Society,"Committee, WSF Board+","Committee, WSF-Driven","Committees, Outside",Community Groups,"Events, BPI","Events, Community Conversations","Events, Donor","Events, PA","Events, Prospect","Events, Sponsor","Events, Volunteer","Events, Womens Fund","Events, WSF",Legacy,Original Building Donor - 2014,Stewardship Letters,Tax Status,Echo Award,Date added,Solicit codes,Professional Advisors,Prospect Type,Transformational Donor
2012.2049,Individual,,20,20,One-time gift,11/20/2012,20,One-time gift,11/20/2012,20,One-time gift,11/20/2012,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/20/2012,,,,
2008.1062,Individual,,20,20,One-time gift,9/2/2008,20,One-time gift,9/2/2008,20,One-time gift,9/2/2008,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/2/2008,,,,
2018.479,Individual,Individual (No start date - No end date),20,20,One-time gift,5/29/2018,20,One-time gift,5/29/2018,20,One-time gift,5/29/2018,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,5/11/2018,,,,
2011.1012,Individual,,20,20,One-time gift,6/9/2011,20,One-time gift,6/9/2011,20,One-time gift,6/9/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/9/2011,,,,
2010.29,Individual,,20,20,One-time gift,1/5/2010,20,One-time gift,1/5/2010,20,One-time gift,1/5/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/8/2010,,,,
2012.279,Individual,,20,20,One-time gift,4/9/2012,20,One-time gift,4/9/2012,20,One-time gift,4/9/2012,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/9/2012,,,,
2011.1224,Individual,,20,20,One-time gift,7/5/2011,20,One-time gift,7/5/2011,20,One-time gift,7/5/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/6/2011,,,,
2010.1426,Individual,,20,20,One-time gift,7/26/2010,20,One-time gift,7/26/2010,20,One-time gift,7/26/2010,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/27/2010,,,,
2007.768,Individual,,20,20,One-time gift,8/10/2007,20,One-time gift,8/10/2007,20,One-time gift,8/10/2007,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/13/2007,,,,
2012.1624,Individual,,20,20,One-time gift,9/18/2012,20,One-time gift,9/18/2012,20,One-time gift,9/18/2012,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/18/2012,,,,
2013.38,Individual,,20,20,One-time gift,1/5/2013,20,One-time gift,1/5/2013,20,One-time gift,1/5/2013,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/8/2013,,,,
2008.1568,Organization,,20,20,One-time gift,10/14/2008,20,One-time gift,10/14/2008,20,One-time gift,10/14/2008,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/17/2008,,,,
2014.504,Individual,,20,20,One-time gift,5/23/2014,20,One-time gift,5/23/2014,20,One-time gift,5/23/2014,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/28/2014,,,,
2008.553,Individual,,20,20,One-time gift,4/21/2008,20,One-time gift,4/21/2008,20,One-time gift,4/21/2008,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/23/2008,,,,
2009.1352,Individual,,20,20,One-time gift,9/19/2009,20,One-time gift,9/19/2009,20,One-time gift,9/19/2009,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/23/2009,,,,
2011.1645,Individual,Volunteer (No start date - No end date),20,20,One-time gift,12/17/2013,20,One-time gift,12/17/2013,20,One-time gift,12/17/2013,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/14/2011,,,,
2001.MID.06044,Individual,,20,20,One-time gift,9/26/2001,20,One-time gift,9/26/2001,20,One-time gift,9/26/2001,,,,,Unknown,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/27/2001,,,,
2006.335,Individual,,20,20,One-time gift,9/28/2006,20,One-time gift,9/28/2006,20,One-time gift,9/28/2006,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,10/3/2006,,,,
2284,Individual,,20,20,One-time gift,11/28/2005,20,One-time gift,11/28/2005,20,One-time gift,11/28/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/15/2005,,,,
2011.1806,Individual,,20,20,One-time gift,10/3/2011,20,One-time gift,10/3/2011,20,One-time gift,10/3/2011,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,10/5/2011,,,,
1783,Individual,,20,20,One-time gift,6/28/2005,20,One-time gift,6/28/2005,20,One-time gift,6/28/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/29/2005,,,,
2021.1723,Individual,,20,20,One-time gift,12/10/2021,20,One-time gift,12/10/2021,20,One-time gift,12/10/2021,,,,,Unknown,0,,,,,,,,,,,,,,,,0,,,,,12/10/2021,,,,
2010.1133,Individual,,20,20,One-time gift,6/25/2010,20,One-time gift,6/25/2010,20,One-time gift,6/25/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/25/2010,,,,
2011.2075,Individual,,20,20,One-time gift,12/19/2011,20,One-time gift,12/19/2011,20,One-time gift,12/19/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/20/2011,,,,
2011.434,Individual,,20,20,One-time gift,4/6/2011,20,One-time gift,4/6/2011,20,One-time gift,4/6/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/6/2011,,,,
2012.165,Individual,,20,20,One-time gift,9/19/2012,20,One-time gift,9/19/2012,20,One-time gift,9/19/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/20/2012,,,,
1998.MID.03267,Individual,,20,20,One-time gift,8/4/1998,20,One-time gift,8/4/1998,20,One-time gift,8/4/1998,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,8/25/1998,,,,
701,Individual,,20,20,One-time gift,5/4/2004,20,One-time gift,5/4/2004,20,One-time gift,5/4/2004,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/4/2004,,,,
2019.777,Individual,Individual (6/24/2019 - No end date),20,20,One-time gift,6/24/2019,20,One-time gift,6/24/2019,20,One-time gift,6/24/2019,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,6/24/2019,,,,
1998.MID.03021,Individual,,20,20,One-time gift,4/22/1998,20,One-time gift,4/22/1998,20,One-time gift,4/22/1998,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/22/1998,,,,
2011.872,Individual,,20,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/26/2011,,,,
2017.1381,Individual,Individual (9/15/2017 - No end date),20,20,One-time gift,9/15/2017,20,One-time gift,9/15/2017,20,One-time gift,9/15/2017,,,,,Male,1,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,9/15/2017,,,,
2017.1546,Individual,Individual (10/23/2017 - No end date),20,20,One-time gift,10/21/2017,20,One-time gift,10/21/2017,20,One-time gift,10/21/2017,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/23/2017,,,,
2007.5805,Individual,,20,20,One-time gift,12/14/2007,20,One-time gift,12/14/2007,20,One-time gift,12/14/2007,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,12/29/2007,,,,
1485,Individual,,20,20,One-time gift,4/21/2005,20,One-time gift,4/21/2005,20,One-time gift,4/21/2005,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,4/26/2005,,,,
1999.MID.04358,Individual,Individual (4/28/1999 - No end date),20,20,One-time gift,4/27/1999,20,One-time gift,4/27/1999,20,One-time gift,4/27/1999,,Email,10/24/2006,,Female,0,Lost donor,,,,,,,,,2014 October PA Breakfast/Open House (No date),,,,,,0,,,,,4/28/1999,,1,,
2007.809,Individual,,20,20,One-time gift,8/20/2007,20,One-time gift,8/20/2007,20,One-time gift,8/20/2007,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,8/22/2007,,,,
2011.542,Individual,,20,20,One-time gift,4/20/2011,20,One-time gift,4/20/2011,20,One-time gift,4/20/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/21/2011,,,,
2013.1569,Individual,,20,20,One-time gift,10/4/2013,20,One-time gift,10/4/2013,20,One-time gift,10/4/2013,,,,,Male,0,Lost donor,,,,,,2013 Enterprise Center event (No date),,,,,,,,,0,,,,,10/4/2013,,,,
2022.144,Individual,,20,20,One-time gift,10/5/2022,20,One-time gift,10/5/2022,20,One-time gift,10/5/2022,,,,,Unknown,0,,,,,,,,,,,,,,,,0,,,,,10/5/2022,,,,
2016.1248,Individual,Individual (No start date - No end date),20,20,One-time gift,9/16/2016,20,One-time gift,9/16/2016,20,One-time gift,9/16/2016,,,,,Male,0,Higher giving potential;Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,9/19/2016,,,,
2015.1394,Individual,,20,20,One-time gift,10/28/2015,20,One-time gift,10/28/2015,20,One-time gift,10/28/2015,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/29/2015,,,,
2008.71,Individual,,20,20,One-time gift,6/2/2008,20,One-time gift,6/2/2008,20,One-time gift,6/2/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/6/2008,,,,
2002.MID.07145,Individual,,20,20,One-time gift,10/14/2002,20,One-time gift,10/14/2002,20,One-time gift,10/14/2002,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/15/2002,,,,
2008.1282,Individual,,20,20,One-time gift,9/9/2008,20,One-time gift,9/9/2008,20,One-time gift,9/9/2008,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/11/2008,,,,
1092,Individual,,20,20,One-time gift,11/30/2004,20,One-time gift,11/30/2004,20,One-time gift,11/30/2004,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/7/2004,,,,
1999.MID.04744,Individual,,20,20,One-time gift,9/17/1999,20,One-time gift,9/17/1999,20,One-time gift,9/17/1999,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/17/1999,,,,
2007.13,Individual,,20,20,One-time gift,12/27/2006,20,One-time gift,12/27/2006,20,One-time gift,12/27/2006,,Email,9/13/2012,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,1/2/2007,,,,
2011.132,Individual,,20,20,One-time gift,1/27/2011,20,One-time gift,1/27/2011,20,One-time gift,1/27/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/28/2011,,,,
2006.3766,Individual,Individual (No start date - No end date),20,20,One-time gift,12/20/2006,20,One-time gift,12/20/2006,20,One-time gift,12/20/2006,,,,,Female,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,12/28/2006,,,,
2013.625,Individual,,20,20,One-time gift,5/24/2013,20,One-time gift,5/24/2013,20,One-time gift,5/24/2013,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/24/2013,,,,
2014.196,Individual,,20,20,One-time gift,3/27/2014,20,One-time gift,3/27/2014,20,One-time gift,3/27/2014,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,3/28/2014,,,,
2014.111,Individual,,20,20,One-time gift,2/21/2014,20,One-time gift,2/21/2014,20,One-time gift,2/21/2014,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,2/24/2014,,,,
2003.MID.07324,Organization,,20,20,One-time gift,1/16/2003,20,One-time gift,1/16/2003,20,One-time gift,1/16/2003,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/21/2003,,,,
2014.507,Individual,,20,20,One-time gift,5/23/2014,20,One-time gift,5/23/2014,20,One-time gift,5/23/2014,,,,,Male,1,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,5/28/2014,,,,
2012.2121,Individual,,20,20,One-time gift,12/3/2012,20,One-time gift,12/3/2012,20,One-time gift,12/3/2012,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/3/2012,,,,
2020.79,Individual,Individual (5/18/2020 - No end date),20,20,One-time gift,5/14/2020,20,One-time gift,5/14/2020,20,One-time gift,5/14/2020,,,,,Female,0,Higher giving potential;Lapsed donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,5/18/2020,,,,
2011.205,Individual,,20,20,One-time gift,12/13/2011,20,One-time gift,12/13/2011,20,One-time gift,12/13/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/13/2011,,,,
2010.1988,Individual,,20,20,One-time gift,11/29/2010,20,One-time gift,11/29/2010,20,One-time gift,11/29/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/3/2010,,,,
2010.545,Individual,,20,20,One-time gift,5/3/2010,20,One-time gift,5/3/2010,20,One-time gift,5/3/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/4/2010,,,,
2008.1245,Individual,,20,20,One-time gift,9/5/2008,20,One-time gift,9/5/2008,20,One-time gift,9/5/2008,,,,,Female,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,9/10/2008,,,,
2008.181,Individual,,20,20,One-time gift,2/15/2008,20,One-time gift,2/15/2008,20,One-time gift,2/15/2008,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,2/18/2008,,,,
2010.2001,Individual,,20,20,One-time gift,12/2/2010,20,One-time gift,12/2/2010,20,One-time gift,12/2/2010,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/7/2010,,,,
2012.1931,Individual,,20,20,One-time gift,10/23/2012,20,One-time gift,10/23/2012,20,One-time gift,10/23/2012,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,10/24/2012,,,,
2010.1386,Individual,,20,20,One-time gift,7/16/2010,20,One-time gift,7/16/2010,20,One-time gift,7/16/2010,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/19/2010,,,,
2011.898,Individual,,20,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/26/2011,,,,
2001.MID.06108,Individual,,20,20,One-time gift,10/19/2001,20,One-time gift,10/19/2001,20,One-time gift,10/19/2001,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/29/2001,,,,
2011.496,Individual,,20,20,One-time gift,4/11/2011,20,One-time gift,4/11/2011,20,One-time gift,4/11/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/12/2011,,,,
2000.MID.05374,Individual,,20,20,One-time gift,10/2/2000,20,One-time gift,10/2/2000,20,One-time gift,10/2/2000,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/10/2000,,,,
2012.621,Individual,,20,20,One-time gift,4/25/2012,20,One-time gift,4/25/2012,20,One-time gift,4/25/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/30/2012,,,,
1998.MID.03013,Organization,,20,20,One-time gift,4/22/1998,20,One-time gift,4/22/1998,20,One-time gift,4/22/1998,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/22/1998,,,,
2008.669,Individual,,20,20,One-time gift,10/8/2015,20,One-time gift,10/8/2015,20,One-time gift,10/8/2015,,,,,Female,0,Lost donor,,,,,,2014 Donor Appreciation Lunch (6/18/2014);2013 Enterprise Center event (No date);2011 Wheeler event (No date);2010 Wheeler event (No date),,,,,,,,,0,,,,,5/22/2008,,,,
2010.618,Individual,,20,20,One-time gift,5/10/2010,20,One-time gift,5/10/2010,20,One-time gift,5/10/2010,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/11/2010,,,,
2008.125,Individual,,20,20,One-time gift,9/11/2008,20,One-time gift,9/11/2008,20,One-time gift,9/11/2008,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,9/10/2008,,,,
2006.3194,Individual,,20,20,One-time gift,8/11/2006,20,One-time gift,8/11/2006,20,One-time gift,8/11/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/15/2006,,,,
1938,Individual,,20,20,One-time gift,8/15/2005,20,One-time gift,8/15/2005,20,One-time gift,8/15/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/19/2005,,,,
1998.MID.03007,Individual,Individual (No start date - No end date),20,20,One-time gift,4/16/1998,20,One-time gift,4/16/1998,20,One-time gift,4/16/1998,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/16/1998,,,,
2009.447,Individual,,20,20,One-time gift,4/27/2009,20,One-time gift,4/27/2009,20,One-time gift,4/27/2009,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,4/29/2009,,,,
2013.957,Individual,,20,20,One-time gift,7/11/2013,20,One-time gift,7/11/2013,20,One-time gift,7/11/2013,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/12/2013,,,,
1328,Individual,,20,20,One-time gift,3/14/2005,20,One-time gift,3/14/2005,20,One-time gift,3/14/2005,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/17/2005,,,,
2006.31,Individual,,20,20,One-time gift,6/29/2006,20,One-time gift,6/29/2006,20,One-time gift,6/29/2006,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/3/2006,,,,
1998.MID.03100,Individual,,20,20,One-time gift,4/25/1998,20,One-time gift,4/25/1998,20,One-time gift,4/25/1998,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/11/1998,,,,
1999.MID.04393,Individual,,20,20,One-time gift,5/12/1999,20,One-time gift,5/12/1999,20,One-time gift,5/12/1999,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/18/1999,,,,
2000.MID.05362,Individual,,20,20,One-time gift,10/2/2000,20,One-time gift,10/2/2000,20,One-time gift,10/2/2000,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,10/10/2000,,,,
702,Individual,,20,20,One-time gift,5/4/2004,20,One-time gift,5/4/2004,20,One-time gift,5/4/2004,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/4/2004,,,,
2001.MID.05630,Individual,,20,20,One-time gift,3/9/2001,20,One-time gift,3/9/2001,20,One-time gift,3/9/2001,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,3/9/2001,,,,
2000.MID.05001,Individual,,20,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,2/21/2000,,,,
2010.1106,Individual,,20,20,One-time gift,6/21/2010,20,One-time gift,6/21/2010,20,One-time gift,6/21/2010,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/21/2010,,,,
2022.1615,Individual,,20,20,One-time gift,11/4/2022,20,One-time gift,11/4/2022,20,One-time gift,11/4/2022,,,,,Unknown,0,,,,,,,,,,,,,,,,0,,,,,11/4/2022,,,,
2003.MID.07307,Individual,,20,20,One-time gift,12/31/2002,20,One-time gift,12/31/2002,20,One-time gift,12/31/2002,,,,,Male,0,Higher giving potential;Lost donor,,,,,,,,,,,,,,,0,,,,,1/10/2003,,,,
2015.992,Individual,,20,20,One-time gift,7/24/2015,20,One-time gift,7/24/2015,20,One-time gift,7/24/2015,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/27/2015,,,,
2006.3628,Individual,,20,20,One-time gift,11/22/2006,20,One-time gift,11/22/2006,20,One-time gift,11/22/2006,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,11/29/2006,,,,
2008.1204,Individual,,20,20,One-time gift,9/3/2008,20,One-time gift,9/3/2008,20,One-time gift,9/3/2008,,,,,Male,0,Lost donor,,,,1,,,,,,,,,,,0,,,,,9/9/2008,,,,
2018.134,Individual,Individual (11/8/2018 - No end date),20,20,One-time gift,11/5/2018,20,One-time gift,11/5/2018,20,One-time gift,11/5/2018,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,11/8/2018,No WSF Enews,,,
2000.MID.05363,Individual,,20,20,One-time gift,10/2/2000,20,One-time gift,10/2/2000,20,One-time gift,10/2/2000,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,10/10/2000,,,,
2012.332,Individual,,20,20,One-time gift,4/10/2012,20,One-time gift,4/10/2012,20,One-time gift,4/10/2012,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/10/2012,,,,
2015.79,Individual,,20,20,One-time gift,1/21/2015,20,One-time gift,1/21/2015,20,One-time gift,1/21/2015,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/22/2015,,1,,
2006.3113,Individual,,20,15,One-time gift,7/7/2006,5,One-time gift,9/28/2006,15,One-time gift,7/7/2006,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/10/2006,,,,
2012.1368,Individual,,20,20,One-time gift,8/14/2012,20,One-time gift,8/14/2012,20,One-time gift,8/14/2012,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/15/2012,,,,
812,Individual,,20,20,One-time gift,7/6/2004,20,One-time gift,7/6/2004,20,One-time gift,7/6/2004,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/6/2004,,,,
2018.1375,Individual,Individual (No start date - No end date),20,20,One-time gift,11/16/2018,20,One-time gift,11/16/2018,20,One-time gift,11/16/2018,,,,,Female,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,11/16/2018,,,,
2008.911,Individual,,20,20,One-time gift,7/29/2008,20,One-time gift,7/29/2008,20,One-time gift,7/29/2008,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,7/31/2008,,,,
1998.MID.03105,Individual,,20,20,One-time gift,4/24/1998,20,One-time gift,4/24/1998,20,One-time gift,4/24/1998,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,6/11/1998,,,,
2011.14,Individual,,20,20,One-time gift,1/28/2011,20,One-time gift,1/28/2011,20,One-time gift,1/28/2011,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/31/2011,No CLF Appeal,,,
1999.MID.04739,Individual,,20,20,One-time gift,9/1/1999,20,One-time gift,9/1/1999,20,One-time gift,9/1/1999,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,9/15/1999,,,,
2021.1446,Individual,Individual (10/8/2021 - No end date),20,20,One-time gift,10/7/2021,20,One-time gift,10/7/2021,20,One-time gift,10/7/2021,,,,,Unknown,0,At risk donor,,,,,,,,,,,,,,,0,,,,,10/8/2021,,,,
2011.894,Individual,,20,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,20,One-time gift,5/25/2011,,,,,Male,1,Lost donor,,,,,,,,,,,,,,,0,,,,,5/26/2011,,,,
2017.1547,Individual,Individual (10/23/2017 - No end date),20,20,One-time gift,10/21/2017,20,One-time gift,10/21/2017,20,One-time gift,10/21/2017,,,,,Female,1,Lost donor,,,,,,,,,,,,,,,0,,,,,10/23/2017,,,,
2007.5,Individual,Grant Requestor / Recipient - Student (No start date - No end date),20,20,One-time gift,2/23/2020,20,One-time gift,2/23/2020,20,One-time gift,2/23/2020,,,,,Unknown,0,Lapsed donor,,,,,,,,,,,,,,,0,,,,,10/13/2007,,,,
2019.1381,Individual,Individual (10/18/2019 - No end date),20,10,One-time gift,10/13/2019,10,One-time gift,10/13/2019,10,One-time gift,10/13/2019,,,,,Unknown,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,10/18/2019,,,,
52,Individual,,20,20,One-time gift,3/21/2003,20,One-time gift,3/21/2003,20,One-time gift,3/21/2003,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,3/21/2003,,,,
2019.485,Individual,Individual (5/8/2019 - No end date);WSF Staff (6/14/2021 - No end date),20,20,One-time gift,10/15/2019,20,One-time gift,10/15/2019,20,One-time gift,10/15/2019,,,,,Female,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,5/8/2019,,,BPI (4/29/2019),
2010.825,Individual,Professional Advisor (No start date - No end date),20,20,One-time gift,5/24/2010,20,One-time gift,5/24/2010,20,One-time gift,5/24/2010,,,,,Male,0,Lost donor,,,,,,,,,2018 PA Appreciation Breakfast (9/18/2018);2017 PA Appreciation Breakfast (9/19/2017);2014 October PA Breakfast/Open House (No date);2013 Sept PA Appreciation Breakfast (No date);2012 Sept PA Appreciation Breakfast (No date);2011 Sept PA Appreciation Breakfast (No date),,,,,,0,,,,,5/25/2010,,,,
3002,Individual,Prospect (4/2008 - No end date),20,20,One-time gift,5/10/2006,20,One-time gift,5/10/2006,20,One-time gift,5/10/2006,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/18/2006,,,,
2011.414,Individual,,20,20,One-time gift,4/1/2011,20,One-time gift,4/1/2011,20,One-time gift,4/1/2011,,,,,Unknown,1,Lost donor,,,,,,,,,,,,,,,0,,,,,4/4/2011,,,,
2012.1484,Individual,,20,20,One-time gift,8/31/2012,20,One-time gift,8/31/2012,20,One-time gift,8/31/2012,,,,,Unknown,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/31/2012,,,,
2012.1399,Individual,,20,20,One-time gift,8/22/2012,20,One-time gift,8/22/2012,20,One-time gift,8/22/2012,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,8/23/2012,,,,
2007.414,Individual,Individual (No start date - No end date),20,20,One-time gift,4/27/2007,20,One-time gift,4/27/2007,20,One-time gift,4/27/2007,,Mailing,12/13/2021,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,5/3/2007,,,,
1999.MID.04936,Individual,,20,20,One-time gift,12/30/1999,20,One-time gift,12/30/1999,20,One-time gift,12/30/1999,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/31/1999,,,,
2007.5804,Individual,,20,20,One-time gift,12/14/2007,20,One-time gift,12/14/2007,20,One-time gift,12/14/2007,,,,,Male,0,Lost donor;High wealth rating,,,,,,,,,,,,,,,0,,,,,12/29/2007,,,,
2002.MID.06342,Individual,,20,20,One-time gift,12/31/2001,20,One-time gift,12/31/2001,20,One-time gift,12/31/2001,,,,,Male,0,Lost donor,,,,,,,,,,,,,,,0,,,,,1/2/2002,,,,
2006.3602,Organization,,20,20,One-time gift,11/20/2006,20,One-time gift,11/20/2006,20,One-time gift,11/20/2006,,,,,,0,Lost donor,,,,,,,,,,,,,,,0,,,,,11/25/2006,,,,
2168,Individual,,20,20,One-time gift,11/16/2005,20,One-time gift,11/16/2005,20,One-time gift,11/16/2005,,,,,Female,0,Lost donor,,,,,,,,,,,,,,,0,,,,,12/1/2005,,,,
2019.1266,Individual,Individual (10/8/2019 - No end date),20,20,One-time gift,10/5/2019,20,One-time gift,10/5/2019,20,One-time gift,10/5/2019,,,,,Unknown,0,Higher giving potential;Lapsed donor,,,,,,,,,,,,,,,0,,,,,10/8/2019,,,,
